status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month
Closed,Minor,2011-11-01T18:36:00.405+0000,Improvement,eli,2010-02-04T05:00:32.866+0000,2011-07-15T01:24:06.285+0000,0,AVRO,dcreager,3,AVRO-396,,41,2,Fixed,838.958725911,396,1,0,0,0,3,2
Closed,Major,2010-03-01T17:09:23.546+0000,Improvement,eli,2010-02-04T04:48:11.020+0000,2010-02-04T05:03:21.138+0000,0,AVRO,eli,2,AVRO-395,,28,1,Fixed,1449.01887429,395,1,0,0,0,3,2
Closed,Major,2010-03-01T17:09:23.514+0000,Improvement,massie,2010-02-03T23:38:18.515+0000,2010-02-04T00:10:40.890+0000,0,AVRO,massie,1,AVRO-394,231.0,61,1,Fixed,1449.0188751,394,1,0,0,0,2,2
Closed,Minor,2011-12-13T19:06:50.222+0000,New Feature,jmhodges,2010-02-03T23:25:47.316+0000,2010-02-04T00:26:20.740+0000,0,AVRO,jmhodges,4,AVRO-393,230.0,35,1,Fixed,1449.01887641,393,1,1,0,0,2,2
Closed,Critical,2010-03-01T17:09:23.268+0000,Improvement,scott_carey,2010-02-03T10:49:03.198+0000,2010-02-19T21:46:13.351+0000,0,AVRO,scott_carey,47,AVRO-392,2787.0,51,2,Fixed,1449.01887795,392,1,1,0,0,2,2
Open,Major,2010-04-05T17:30:29.560+0000,Bug,urandom,2010-02-01T17:50:58.636+0000,,1,AVRO,,2,AVRO-391,508.0,32,4,,1476.98999639,391,1,1,1,0,0,2
Closed,Major,2010-03-01T17:09:23.236+0000,Bug,thiru_mg,2010-01-31T17:32:46.571+0000,2010-02-02T05:36:00.317+0000,0,AVRO,thiru_mg,2,AVRO-390,438.0,64,0,Fixed,1449.01887834,390,1,1,0,0,6,1
Closed,Major,2010-03-01T17:09:23.178+0000,Bug,thiru_mg,2010-01-31T16:59:24.944+0000,2010-02-02T05:20:48.337+0000,0,AVRO,thiru_mg,2,AVRO-389,242.0,43,0,Fixed,1449.018879,389,1,1,0,0,6,1
Closed,Major,2010-03-01T17:09:23.137+0000,Improvement,thiru_mg,2010-01-30T09:38:29.525+0000,2010-02-03T01:52:47.476+0000,0,AVRO,thiru_mg,7,AVRO-388,3207.0,44,0,Fixed,1449.01887949,388,1,1,0,0,5,1
Closed,Minor,2010-03-01T17:09:23.085+0000,Bug,marmbrus,2010-01-29T22:07:36.060+0000,2010-02-02T21:53:24.095+0000,0,AVRO,cutting,12,AVRO-387,2020.0,77,1,Fixed,1449.01887996,387,1,1,1,0,4,1
Closed,Major,2010-03-01T17:09:22.996+0000,Improvement,philip,2010-01-29T19:10:38.211+0000,2010-02-03T06:49:45.713+0000,0,AVRO,philip,5,AVRO-386,145.0,36,1,Fixed,1449.01888112,386,1,0,1,0,4,1
Closed,Major,2010-03-01T17:09:22.962+0000,Bug,thiru_mg,2010-01-28T07:54:05.169+0000,2010-01-29T10:51:02.069+0000,0,AVRO,thiru_mg,2,AVRO-385,135.0,54,0,Fixed,1449.01888151,385,1,1,0,0,3,1
Closed,Major,2010-03-01T17:09:22.930+0000,Improvement,massie,2010-01-28T02:02:41.949+0000,2010-01-28T04:29:30.751+0000,0,AVRO,massie,1,AVRO-384,196.0,45,0,Fixed,1449.01888188,384,1,0,0,0,3,1
Closed,Major,2010-03-01T17:09:22.848+0000,Improvement,thiru_mg,2010-01-27T17:22:04.916+0000,2010-02-02T05:07:51.352+0000,0,AVRO,thiru_mg,9,AVRO-383,448.0,46,0,Fixed,1449.01888264,383,1,1,0,0,2,1
Closed,Minor,2010-03-01T17:09:22.669+0000,Bug,marmbrus,2010-01-27T02:34:03.186+0000,2010-01-27T17:38:45.452+0000,0,AVRO,marmbrus,4,AVRO-382,2149.0,68,1,Fixed,1449.01888453,382,1,1,1,0,2,1
Closed,Major,2010-03-01T17:09:22.625+0000,Improvement,massie,2010-01-27T02:09:09.042+0000,2010-01-27T02:13:43.782+0000,0,AVRO,massie,1,AVRO-381,,75,0,Fixed,1449.01888543,381,1,0,0,0,2,1
Closed,Major,2010-03-01T17:09:22.570+0000,Improvement,scott_carey,2010-01-27T01:25:04.227+0000,2010-01-29T19:29:22.396+0000,0,AVRO,scott_carey,12,AVRO-380,427.0,70,2,Fixed,1449.01888605,380,3,1,1,0,2,1
Closed,Major,2010-03-01T17:09:22.220+0000,Improvement,massie,2010-01-26T23:51:45.226+0000,2010-01-27T00:00:09.882+0000,0,AVRO,massie,1,AVRO-379,267.0,57,0,Fixed,1449.0188901,379,1,0,0,0,1,1
Closed,Major,2010-03-01T17:09:22.171+0000,Improvement,massie,2010-01-26T19:03:58.022+0000,2010-01-26T19:07:34.006+0000,0,AVRO,massie,1,AVRO-378,174.0,65,0,Fixed,1449.01889067,378,1,0,0,0,1,1
Closed,Major,2010-03-01T17:09:22.097+0000,Improvement,massie,2010-01-26T00:25:27.817+0000,2010-01-26T00:31:35.637+0000,0,AVRO,massie,1,AVRO-377,217.0,48,0,Fixed,1449.01889132,377,1,0,0,0,1,1
Open,Minor,2011-12-13T19:06:48.631+0000,Test,philip,2010-01-25T21:31:42.150+0000,,0,AVRO,,0,AVRO-376,508.0,61,2,,1483.836715,376,1,1,0,0,0,1
Closed,Major,2010-03-01T17:09:21.999+0000,Bug,thiru_mg,2010-01-25T03:18:39.948+0000,2010-01-26T17:37:22.539+0000,0,AVRO,thiru_mg,4,AVRO-375,147.0,40,0,Fixed,1449.01889268,375,1,1,0,0,0,1
Closed,Minor,2010-03-01T17:09:21.957+0000,Bug,thiru_mg,2010-01-24T03:20:28.819+0000,2010-02-16T21:25:04.402+0000,0,AVRO,sbanacho,7,AVRO-374,607.0,79,0,Fixed,1449.01889317,374,1,0,0,0,6,1
Closed,Major,2010-03-01T17:09:21.910+0000,Bug,cutting,2010-01-23T06:01:56.192+0000,2010-01-26T18:36:46.978+0000,0,AVRO,thiru_mg,3,AVRO-373,411.0,35,0,Fixed,1449.0188937,373,1,1,0,0,5,1
Closed,Major,2010-09-08T21:07:39.217+0000,Task,tlipcon,2010-01-23T00:13:15.295+0000,2010-06-18T19:19:46.368+0000,1,AVRO,cutting,12,AVRO-372,263.0,40,2,Fixed,1257.85341544,372,1,1,0,0,5,1
Closed,Major,2010-03-01T17:09:21.861+0000,Improvement,massie,2010-01-23T00:02:10.181+0000,2010-01-23T00:07:34.142+0000,0,AVRO,massie,1,AVRO-371,85.0,40,0,Fixed,1449.01889427,371,1,0,0,0,5,1
Closed,Major,2010-03-01T17:09:21.831+0000,Improvement,massie,2010-01-22T22:30:26.382+0000,2010-01-22T22:38:37.815+0000,0,AVRO,massie,1,AVRO-370,547.0,44,0,Fixed,1449.01889463,370,1,0,0,0,4,1
Closed,Major,2010-03-01T17:09:21.790+0000,Improvement,massie,2010-01-22T20:50:24.248+0000,2010-01-22T20:56:26.534+0000,0,AVRO,massie,1,AVRO-369,100.0,45,0,Fixed,1449.0188951,369,1,0,0,0,4,1
Closed,Blocker,2010-03-01T17:09:21.745+0000,Improvement,philip,2010-01-22T18:31:47.696+0000,2010-01-26T18:52:26.840+0000,0,AVRO,philip,4,AVRO-368,297.0,77,1,Fixed,1449.01889563,368,1,0,1,0,4,1
Closed,Major,2010-03-01T17:09:21.584+0000,Improvement,massie,2010-01-22T18:16:23.842+0000,2010-01-22T19:04:00.010+0000,0,AVRO,massie,1,AVRO-367,905.0,51,0,Fixed,1449.01889737,367,1,0,0,0,4,1
Open,Minor,2010-11-23T05:46:34.017+0000,New Feature,jrideout,2010-01-22T08:07:23.936+0000,,1,AVRO,,9,AVRO-366,66.0,16,2,,1487.39525916,366,1,1,0,0,4,1
Open,Minor,2010-01-22T01:23:05.846+0000,Improvement,philip,2010-01-22T01:12:53.809+0000,,0,AVRO,,1,AVRO-365,108.0,38,1,,1487.68310786,365,1,1,0,0,4,1
Closed,Major,2010-03-01T17:09:21.543+0000,Improvement,massie,2010-01-21T19:10:15.722+0000,2010-01-22T00:38:43.965+0000,0,AVRO,massie,1,AVRO-364,231.0,41,1,Fixed,1449.01889798,364,1,0,0,0,3,1
Closed,Major,2010-03-01T17:09:21.279+0000,Improvement,philip,2010-01-21T06:24:50.476+0000,2010-01-21T23:19:44.513+0000,0,AVRO,philip,3,AVRO-363,375.0,85,1,Fixed,1449.01890085,363,1,1,0,0,3,1
Closed,Major,2010-03-01T17:09:21.223+0000,Test,hammer,2010-01-21T03:26:56.510+0000,2010-01-21T04:15:57.328+0000,0,AVRO,hammer,1,AVRO-362,,102,0,Fixed,1449.01890138,362,1,0,0,0,3,1
Closed,Blocker,2010-03-01T17:09:21.167+0000,Bug,scott_carey,2010-01-21T02:18:26.225+0000,2010-02-02T06:51:25.542+0000,0,AVRO,scott_carey,5,AVRO-361,2294.0,63,2,Fixed,1449.01890219,361,1,1,0,0,3,1
Closed,Major,2010-03-01T17:09:21.123+0000,Task,massie,2010-01-20T22:52:45.388+0000,2010-01-20T22:58:55.587+0000,0,AVRO,massie,1,AVRO-360,231.0,48,1,Fixed,1449.01890283,360,1,0,0,0,2,1
Closed,Major,2010-03-01T17:09:21.028+0000,Improvement,massie,2010-01-20T21:45:21.871+0000,2010-01-20T21:53:13.360+0000,0,AVRO,massie,0,AVRO-359,109.0,49,1,Fixed,1449.01890393,359,1,0,0,0,2,1
Open,Major,2010-06-04T00:26:35.906+0000,Improvement,hammer,2010-01-20T11:41:36.180+0000,,0,AVRO,,8,AVRO-358,266.0,51,3,,1489.24650635,358,1,0,0,0,2,1
Open,Major,2010-01-21T22:51:24.630+0000,Improvement,philip,2010-01-20T06:58:34.975+0000,,0,AVRO,philip,2,AVRO-357,67.0,56,2,,1489.44304808,357,1,1,0,0,2,1
Closed,Major,2010-03-01T17:09:20.979+0000,Bug,massie,2010-01-20T01:49:40.238+0000,2010-01-20T01:53:04.261+0000,0,AVRO,cutting,2,AVRO-356,,38,0,Fixed,1449.0189045,356,1,0,0,0,2,1
Closed,Minor,2010-03-01T17:09:20.943+0000,Bug,kevinoliver,2010-01-19T21:50:20.554+0000,2010-01-25T09:00:16.078+0000,0,AVRO,kevinoliver,4,AVRO-355,301.0,68,0,Fixed,1449.01890493,355,1,1,1,0,1,1
Closed,Minor,2010-03-01T17:09:20.882+0000,Improvement,kevinoliver,2010-01-19T21:41:43.380+0000,2010-01-26T15:28:41.825+0000,0,AVRO,kevinoliver,7,AVRO-354,309.0,50,2,Fixed,1449.01890563,354,1,1,1,0,1,1
Closed,Major,2010-03-01T17:09:20.843+0000,Improvement,massie,2010-01-19T21:36:40.193+0000,2010-01-19T21:40:37.250+0000,0,AVRO,massie,1,AVRO-353,160.0,60,0,Fixed,1449.01890609,353,1,0,0,0,1,1
Closed,Major,2010-03-01T17:09:20.809+0000,Bug,massie,2010-01-19T21:04:31.423+0000,2010-01-19T21:14:43.366+0000,0,AVRO,massie,0,AVRO-352,130.0,47,0,Fixed,1449.01890649,352,1,0,0,0,1,1
Closed,Major,2011-12-13T19:06:45.000+0000,Improvement,philip,2010-01-19T17:59:08.507+0000,2010-01-19T19:59:04.043+0000,0,AVRO,philip,3,AVRO-351,71.0,80,0,Fixed,1449.0189101,351,1,1,0,0,1,1
Closed,Major,2010-03-01T17:09:20.442+0000,Sub-task,kevinoliver,2010-01-19T17:44:38.514+0000,2010-02-02T22:52:17.567+0000,0,AVRO,kevinoliver,7,AVRO-350,139.0,68,1,Fixed,1449.01891073,350,1,1,1,0,1,1
Closed,Major,2010-03-01T17:09:20.391+0000,Improvement,sbanacho,2010-01-18T23:55:08.855+0000,2010-02-16T21:36:42.752+0000,0,AVRO,sbanacho,3,AVRO-349,591.0,34,1,Fixed,1449.01891132,349,0,0,0,0,0,1
Closed,Minor,2011-03-12T00:32:45.735+0000,Bug,stevel@apache.org,2010-01-18T15:33:50.708+0000,2010-12-16T01:03:01.960+0000,1,AVRO,,2,AVRO-348,446.0,53,0,Duplicate,1073.7109791,348,1,0,1,0,0,1
Closed,Major,2010-03-01T17:09:20.250+0000,Bug,massie,2010-01-18T05:44:55.938+0000,2010-01-18T05:50:57.269+0000,0,AVRO,massie,1,AVRO-347,221.0,73,0,Fixed,1449.01891297,347,1,0,0,0,0,1
Closed,Major,2010-03-01T17:09:20.199+0000,New Feature,massie,2010-01-18T05:07:25.671+0000,2010-01-18T05:35:29.199+0000,0,AVRO,massie,1,AVRO-346,378.0,49,1,Fixed,1449.01891355,346,1,0,0,0,0,1
Closed,Major,2010-03-01T17:09:20.157+0000,Improvement,thiru_mg,2010-01-16T12:08:38.097+0000,2010-01-19T14:31:25.358+0000,0,AVRO,thiru_mg,2,AVRO-345,847.0,33,1,Fixed,1449.01891403,345,1,1,0,0,5,1
Closed,Major,2010-03-01T17:09:20.123+0000,Improvement,massie,2010-01-15T23:05:31.861+0000,2010-01-16T02:00:37.305+0000,0,AVRO,massie,3,AVRO-344,1540.0,36,2,Fixed,1449.01891443,344,1,0,0,0,4,1
Closed,Minor,2010-03-01T17:09:20.071+0000,Improvement,philip,2010-01-15T22:46:08.916+0000,2010-01-26T19:00:20.801+0000,0,AVRO,philip,4,AVRO-343,116.0,48,0,Fixed,1449.01891504,343,2,1,0,0,4,1
Closed,Major,2010-03-01T17:09:20.031+0000,Improvement,cutting,2010-01-15T20:45:10.576+0000,2010-02-04T19:03:14.632+0000,0,AVRO,cutting,1,AVRO-342,158.0,30,0,Fixed,1449.0189155,342,1,1,0,0,4,1
Open,Major,2010-12-04T00:59:36.082+0000,Improvement,cutting,2010-01-15T20:29:42.306+0000,,1,AVRO,,23,AVRO-341,104.0,30,20,,1493.87976881,341,1,0,0,1,4,1
Closed,Major,2010-03-01T17:09:19.969+0000,Improvement,cutting,2010-01-15T19:59:53.138+0000,2010-02-04T19:02:28.393+0000,0,AVRO,cutting,9,AVRO-340,78.0,30,2,Fixed,1449.01891623,340,1,0,0,0,4,1
Closed,Major,2010-03-01T17:09:19.918+0000,Improvement,philip,2010-01-15T18:41:06.745+0000,2010-01-18T21:43:50.579+0000,0,AVRO,philip,3,AVRO-339,49.0,55,0,Fixed,1449.01891682,339,1,0,1,0,4,1
Closed,Major,2010-03-01T21:47:26.645+0000,Bug,thiru_mg,2010-01-15T11:40:38.496+0000,2010-01-15T12:16:13.598+0000,0,AVRO,,8,AVRO-338,268.0,41,0,Won't Fix,1448.8257834,338,1,1,0,0,4,1
Closed,Major,2010-03-01T17:09:19.871+0000,Bug,thiru_mg,2010-01-15T11:29:01.912+0000,2010-01-16T05:12:03.470+0000,0,AVRO,thiru_mg,1,AVRO-337,233.0,54,0,Fixed,1449.01891718,337,1,1,0,0,4,1
Closed,Major,2010-03-01T17:09:19.813+0000,Bug,scott_carey,2010-01-15T08:15:40.943+0000,2010-01-19T00:49:46.408+0000,0,AVRO,cutting,6,AVRO-336,1544.0,39,2,Fixed,1449.0189178,336,1,1,1,0,4,1
Closed,Major,2010-03-01T17:09:19.776+0000,Bug,cutting,2010-01-14T22:19:45.204+0000,2010-01-15T01:02:35.008+0000,0,AVRO,cutting,0,AVRO-335,257.0,36,1,Fixed,1449.01891846,335,1,0,0,0,3,1
Closed,Major,2010-03-22T23:22:18.890+0000,Improvement,hammer,2010-01-14T19:13:39.747+0000,2010-03-19T08:48:55.987+0000,0,AVRO,,9,AVRO-334,125.0,80,1,Won't Fix,1427.75990079,334,1,0,0,0,3,1
Open,Major,2010-05-24T10:09:32.379+0000,Test,hammer,2010-01-14T18:46:12.115+0000,,0,AVRO,,1,AVRO-333,,71,1,,1494.95164603,333,1,0,0,0,3,1
Open,Major,2010-01-14T18:28:02.271+0000,Improvement,hammer,2010-01-14T18:28:02.271+0000,,0,AVRO,,0,AVRO-332,,93,0,,1494.96425997,332,1,0,0,0,3,1
Closed,Major,2010-09-08T21:07:38.886+0000,Improvement,hammer,2010-01-14T18:27:14.049+0000,2010-06-10T04:34:25.928+0000,0,AVRO,pwendell,2,AVRO-331,50.0,108,1,Fixed,1257.85341936,331,2,0,0,0,3,1
Closed,Major,2010-03-01T17:09:19.687+0000,Improvement,hammer,2010-01-14T18:23:24.990+0000,2010-01-14T19:56:11.110+0000,0,AVRO,cutting,1,AVRO-330,120.0,94,1,Fixed,1449.0189195,330,1,0,0,0,3,1
Closed,Major,2010-03-01T17:09:19.650+0000,Bug,hammer,2010-01-14T18:13:09.992+0000,2010-01-14T18:48:26.345+0000,0,AVRO,hammer,1,AVRO-329,38.0,62,0,Fixed,1449.01891994,329,1,0,0,0,3,1
Closed,Major,2010-03-01T17:09:19.253+0000,Improvement,thiru_mg,2010-01-14T14:52:49.324+0000,2010-01-16T06:00:22.229+0000,0,AVRO,thiru_mg,2,AVRO-328,388.0,70,2,Fixed,1449.01892446,328,1,1,0,0,3,1
Closed,Major,2010-03-01T21:47:26.600+0000,Improvement,thiru_mg,2010-01-14T11:15:33.737+0000,2010-02-05T01:20:18.367+0000,0,AVRO,thiru_mg,16,AVRO-327,344.0,52,4,Duplicate,1448.82578393,327,1,1,0,0,3,1
Closed,Major,2011-12-13T19:10:02.802+0000,New Feature,hammer,2010-01-14T01:34:51.746+0000,2010-01-14T17:07:01.208+0000,0,AVRO,cutting,1,AVRO-326,,42,0,Fixed,1449.01892529,326,1,0,0,0,3,1
Closed,Major,2010-03-01T17:09:19.158+0000,New Feature,hammer,2010-01-14T01:30:56.220+0000,2010-02-18T19:26:02.517+0000,0,AVRO,,1,AVRO-325,,28,0,Fixed,1449.01892563,325,1,0,0,0,3,1
Closed,Major,2010-04-01T16:50:44.624+0000,Improvement,hammer,2010-01-14T00:33:38.179+0000,2010-03-02T23:27:47.566+0000,0,AVRO,cutting,4,AVRO-324,17.0,85,1,Fixed,1418.03182507,324,1,1,0,0,3,1
Closed,Major,2010-03-01T21:47:26.557+0000,New Feature,hammer,2010-01-13T23:58:48.369+0000,2010-02-02T21:39:03.570+0000,0,AVRO,cutting,10,AVRO-323,,43,2,Won't Fix,1448.82578444,323,1,1,0,0,2,1
Closed,Major,2010-03-01T17:09:18.968+0000,New Feature,hammer,2010-01-13T22:30:13.326+0000,2010-02-04T08:17:15.194+0000,0,AVRO,hammer,4,AVRO-322,,82,1,Fixed,1449.01892784,322,1,0,0,0,2,1
Closed,Major,2010-03-01T17:09:18.913+0000,Test,hammer,2010-01-13T21:31:04.981+0000,2010-02-04T20:14:26.874+0000,0,AVRO,cutting,23,AVRO-321,,32,1,Fixed,1449.01892848,321,2,1,0,0,2,1
Closed,Major,2010-03-01T17:09:18.879+0000,Improvement,cutting,2010-01-13T20:18:11.107+0000,2010-01-13T23:09:43.937+0000,0,AVRO,cutting,4,AVRO-320,514.0,31,0,Fixed,1449.01892886,320,1,1,0,0,2,1
Closed,Major,2010-03-01T17:09:18.779+0000,Test,cutting,2010-01-13T17:39:54.749+0000,2010-01-13T22:05:18.920+0000,0,AVRO,cutting,2,AVRO-317,59.0,28,1,Fixed,1449.01893002,317,1,1,0,0,2,1
Open,Major,2014-01-27T02:02:09.703+0000,Improvement,hammer,2010-01-13T19:05:36.345+0000,,0,AVRO,,16,AVRO-319,78.0,44,3,,1495.93817117,319,1,0,0,0,2,1
Open,Major,2013-07-03T02:02:34.446+0000,Improvement,hammer,2010-01-04T17:43:09.081+0000,,3,AVRO,hammer,11,AVRO-283,,65,6,,1504.99543117,283,1,0,0,0,0,1
Patch Available,Major,2014-02-15T21:29:45.445+0000,Bug,fluke777,2014-02-15T21:19:06.200+0000,,0,AVRO,,0,AVRO-1459,277.0,50,1,,1.83806580236,1459,1,0,1,0,5,2
Resolved,Major,2014-02-12T19:22:59.352+0000,Bug,jfolson,2014-02-12T18:16:54.531+0000,2014-02-12T19:22:59.326+0000,1,AVRO,,4,AVRO-1456,906.0,101,3,Not A Problem,4.92609929929,1456,1,1,1,0,2,2
Closed,Blocker,2010-03-16T05:43:57.550+0000,Bug,hammer,2010-01-13T19:03:44.884+0000,2010-02-16T23:06:33.830+0000,0,AVRO,,14,AVRO-318,381.0,100,2,Fixed,1449.01892944,318,1,0,0,0,2,1
Closed,Major,2010-03-01T17:09:18.746+0000,Improvement,thiru_mg,2010-01-13T12:41:29.109+0000,2010-01-15T17:20:30.375+0000,0,AVRO,thiru_mg,4,AVRO-316,889.0,43,2,Fixed,1449.01893043,316,1,1,0,0,2,1
Closed,Major,2010-03-01T17:09:18.694+0000,Improvement,thiru_mg,2010-01-13T07:04:48.480+0000,2010-01-14T12:48:38.962+0000,0,AVRO,thiru_mg,7,AVRO-315,621.0,41,1,Fixed,1449.01893102,315,1,1,0,0,2,1
Closed,Major,2010-03-01T17:09:18.637+0000,Improvement,kimballa,2010-01-13T03:13:42.340+0000,2010-01-13T23:27:14.096+0000,0,AVRO,kimballa,10,AVRO-314,153.0,46,2,Fixed,1449.01893156,314,2,1,0,0,2,1
Closed,Major,2010-03-01T17:09:18.603+0000,Bug,thiru_mg,2010-01-13T02:38:41.340+0000,2010-01-15T03:30:45.703+0000,0,AVRO,thiru_mg,4,AVRO-313,1391.0,88,1,Fixed,1449.01893209,313,1,1,0,0,2,1
Open,Major,2010-01-12T22:34:50.107+0000,Improvement,hammer,2010-01-12T22:34:39.981+0000,,0,AVRO,,0,AVRO-312,,45,2,,1496.79299021,312,2,0,0,0,1,1
Open,Major,2010-10-04T20:26:23.592+0000,Improvement,hammer,2010-01-12T22:33:55.892+0000,,0,AVRO,,6,AVRO-311,,26,0,,1496.7935005,311,2,0,0,0,1,1
Closed,Major,2010-03-01T17:09:18.565+0000,Improvement,cutting,2010-01-12T19:58:00.783+0000,2010-01-12T23:07:26.307+0000,0,AVRO,cutting,3,AVRO-310,91.0,30,1,Fixed,1449.01893253,310,1,0,0,0,1,1
Closed,Major,2010-03-01T17:09:18.523+0000,Bug,hammer,2010-01-12T01:29:42.005+0000,2010-01-12T22:38:41.544+0000,0,AVRO,cutting,5,AVRO-309,,89,1,Fixed,1449.01893302,309,1,0,0,0,1,1
Closed,Major,2010-03-01T17:09:18.490+0000,Bug,hammer,2010-01-12T01:16:34.513+0000,2010-01-14T19:55:54.253+0000,0,AVRO,cutting,1,AVRO-308,330.0,68,1,Fixed,1449.01893339,308,1,0,0,0,1,1
Closed,Major,2011-12-13T19:10:03.860+0000,New Feature,hammer,2010-01-11T22:54:41.987+0000,2010-01-11T23:09:59.719+0000,0,AVRO,cutting,1,AVRO-307,87.0,22,0,Fixed,1449.01893383,307,1,0,0,0,0,1
Closed,Major,2010-03-01T17:09:18.391+0000,Improvement,kingryan,2010-01-11T22:53:36.583+0000,2010-01-20T01:05:35.871+0000,0,AVRO,jmhodges,6,AVRO-306,191.0,9,2,Fixed,1449.01893433,306,1,0,0,0,0,1
Open,Major,2010-11-24T23:46:44.181+0000,New Feature,tlipcon,2010-01-11T01:56:55.663+0000,,0,AVRO,tlipcon,2,AVRO-305,143.0,24,3,,1498.65253094,305,1,1,0,0,0,1
Closed,Major,2010-03-01T21:47:26.496+0000,Improvement,thiru_mg,2010-01-10T17:07:27.309+0000,2010-01-13T13:20:43.633+0000,0,AVRO,thiru_mg,3,AVRO-304,228.0,70,1,Invalid,1448.82578518,304,1,1,0,0,6,1
Open,Major,2011-12-13T19:10:03.310+0000,Test,hammer,2010-01-10T00:53:44.525+0000,,0,AVRO,,6,AVRO-303,185.0,64,2,,1499.69640986,303,1,0,0,0,6,1
Closed,Major,2010-03-01T21:47:26.465+0000,New Feature,hammer,2010-01-10T00:01:48.410+0000,2010-01-10T00:09:13.997+0000,0,AVRO,hammer,1,AVRO-302,,73,0,Duplicate,1448.82578554,302,1,0,0,0,6,1
Closed,Major,2012-09-25T21:24:32.264+0000,New Feature,hammer,2010-01-10T00:01:20.971+0000,2012-03-16T17:09:14.895+0000,0,AVRO,marciosilva,12,AVRO-301,,73,1,Fixed,509.841690657,301,1,0,1,0,6,1
Closed,Major,2012-06-11T20:01:34.045+0000,New Feature,hammer,2010-01-09T23:57:01.878+0000,2012-03-16T17:09:28.203+0000,0,AVRO,marciosilva,7,AVRO-300,135.0,55,2,Fixed,615.89930824,300,1,0,0,0,5,1
Closed,Major,2010-03-01T17:09:18.354+0000,Test,hammer,2010-01-09T08:47:22.815+0000,2010-01-10T17:10:09.980+0000,0,AVRO,hammer,2,AVRO-299,200.0,54,1,Fixed,1449.01893499,299,1,0,0,0,5,1
